Plant Name,Plant Code,State,Sector Name,Prime Movers,Fuel Types
SR Skylark B,60497,CO,Electric utility non-cogen,PV,SUN
STAG St. Paul Project CSG,63178,MN,Electric utility non-cogen,PV,SUN
SVEP Solar Project Company,58144,VT,Electric utility non-cogen,PV,SUN
Sabattus Solar LLC,62596,NC,Electric utility non-cogen,PV,SUN
Sabert Solar,60810,NJ,Electric utility non-cogen,PV,SUN
Sacket Lake Rd #1 Community Solar Farm,62158,NY,Electric utility non-cogen,PV,SUN
Sacket Lake Rd #2 Community Solar Farm,62159,NY,Electric utility non-cogen,PV,SUN
Sacramento (SMUD),59323,CA,Electric utility non-cogen,PV,SUN
Sacramento Fairbain Water Treatment Plant,58636,CA,Electric utility non-cogen,PV,SUN
Sacramento Regional County Sanitation PV,61209,CA,Electric utility non-cogen,PV,SUN
Sacramento Soleil LLC,56875,CA,Electric utility non-cogen,PV,SUN
Saddle Mountain Solar I,58213,AZ,Electric utility non-cogen,PV,SUN
Sadiebrook NC Solar,62102,NC,Electric utility non-cogen,PV,SUN
"Sadiebrook Solar, LLC",60719,SC,Electric utility non-cogen,PV,SUN
Sage Solar I-III,62399,UT,Electric utility non-cogen,PV,SUN
Sagitta Community Solar,61708,MN,Electric utility non-cogen,PV,SUN
Saint Albans Solar,61928,VT,Electric utility non-cogen,PV,SUN
Salisbury Solar,61128,NC,Electric utility non-cogen,PV,SUN
Salt Palace Solar Gen Plant,58006,UT,Electric utility non-cogen,PV,SUN
Saluda Solar II,61323,SC,Electric utility non-cogen,PV,SUN
"Saluda Solar, LLC",60535,SC,Electric utility non-cogen,PV,SUN
"Samarcand Solar Farm, LLC",58805,NC,Electric utility non-cogen,PV,SUN
Sampson Road Community Solar,61308,MA,Electric utility non-cogen,PV,SUN
Sampson Solar,61096,NC,Electric utility non-cogen,PV,SUN
San Antonio West Solar Rooftop,57904,CA,Electric utility non-cogen,PV,SUN
San Diego State University,50061,CA,Commercial cogen,"CA,PV,CT","NG,SUN"
"San Isabel Solar, LLC",60304,CO,Electric utility non-cogen,PV,SUN
San Joaquin Solar,60678,CA,Electric utility non-cogen,PV,SUN
San Luis Solar Garden,61472,CO,Electric utility non-cogen,PV,SUN
San Luis Valley Solar Array,61605,CO,Electric utility non-cogen,PV,SUN
San Luis Valley Solar Ranch,57317,CO,Electric utility non-cogen,PV,SUN
San Miguel I Solar Energy Center,63081,NM,Electric utility,PV,SUN
San Miguel II Solar Energy Center,63082,NM,Electric utility,PV,SUN
San Pablo Raceway,62004,CA,Electric utility non-cogen,PV,SUN
Sand Drag LLC,57361,CA,Electric utility non-cogen,PV,SUN
Sand Lake DPC Solar,60957,WI,Electric utility non-cogen,PV,SUN
Sandoval Solar Energy Center,59558,NM,Electric utility,PV,SUN
Sandstone Solar,59634,AZ,Electric utility non-cogen,PV,SUN
"Sandy Cross Solar, LLC",58491,NC,Electric utility non-cogen,PV,SUN
Sandy Solar,62692,NC,Electric utility non-cogen,PV,SUN
Santa Fe Solar Energy Center,60196,NM,Electric utility,PV,SUN
Santa Fe Springs Rooftop Solar BLDG H,58913,CA,Electric utility non-cogen,PV,SUN
Santa Fe Springs Rooftop Solar BLDG M,58912,CA,Electric utility non-cogen,PV,SUN
Santa Rita Jail,58625,CA,Electric utility cogen,PV,SUN
Santa Rosa Junior College Petaluma Solar,62039,CA,Electric utility non-cogen,PV,SUN
Santolina Solar Energy Center,60197,NM,Electric utility,PV,SUN
Sapphire Solar,61948,SC,Electric utility non-cogen,PV,SUN
Sappony Solar LLC,60916,VA,Electric utility non-cogen,PV,SUN
Sarah Solar,59500,NC,Electric utility non-cogen,PV,SUN
Saratoga Solar LLC,63373,NY,Electric utility non-cogen,PV,SUN
Sartell Holdco CSG,62036,MN,Electric utility non-cogen,PV,SUN
Sauk DPC Solar,60887,WI,Electric utility non-cogen,PV,SUN
Savoy Solar PV,62065,MA,Electric utility,PV,SUN
Sayreville Solar Project,63185,NJ,Electric utility non-cogen,PV,SUN
Scandia CSG,61585,MN,Electric utility non-cogen,PV,SUN
Scandia Community Solar Garden,61669,MN,Electric utility non-cogen,PV,SUN
Scarlet Solar,60921,NC,Electric utility non-cogen,PV,SUN
Scenic Hill Solar III,61869,AR,Electric utility non-cogen,PV,SUN
Schell Solar Farm,59591,NC,Electric utility non-cogen,PV,SUN
School Sisters CSG,61516,MN,Electric utility non-cogen,PV,SUN
Schultz CSG,62088,MN,Electric utility non-cogen,PV,SUN
Schwinghamer Project CSG,63177,MN,Electric utility non-cogen,PV,SUN
Scituate PV,59013,MA,Electric utility non-cogen,PV,SUN
Scotland Solar RES,59982,IN,Electric utility,PV,SUN
Scott Solar Farm,60316,VA,Electric utility,PV,SUN
Scott-II Solar LLC,60968,VA,Electric utility non-cogen,PV,SUN
SeaWorld Aquatica,61843,CA,Electric utility non-cogen,PV,SUN
Seaboard Solar LLC,59643,NC,Electric utility non-cogen,PV,SUN
Seabrook Solar,61701,SC,Electric utility non-cogen,PV,SUN
Seabrook Solar Plant,57667,NJ,Electric utility non-cogen,PV,SUN
Seabrook Village,60747,NJ,Electric utility non-cogen,PV,SUN
Searchlight Solar,59404,NV,Electric utility non-cogen,PV,SUN
Sedberry Farm,59592,NC,Electric utility non-cogen,PV,SUN
Selective Insurance,63459,NJ,Electric utility non-cogen,PV,SUN
Selma Solar LLC,58669,NC,Electric utility non-cogen,PV,SUN
Selmer Farm LLC,59188,TN,Electric utility non-cogen,PV,SUN
Selmer I,60555,TN,Electric utility non-cogen,PV,SUN
Selmer II,60556,TN,Electric utility non-cogen,PV,SUN
Seminole,60514,GA,Electric utility non-cogen,PV,SUN
Seville 1,59722,CA,Electric utility non-cogen,PV,SUN
Seville 2,59723,CA,Electric utility non-cogen,PV,SUN
Shaffer,59396,MA,Electric utility non-cogen,PV,SUN
Shafter Solar LLC,59408,CA,Electric utility non-cogen,PV,SUN
Shakopee Met Council WTP,60919,MN,Electric utility non-cogen,PV,SUN
Shankle Solar Center LLC,58956,NC,Electric utility non-cogen,PV,SUN
Shannon Farm,58323,NC,Electric utility non-cogen,PV,SUN
Sharon Springs,61903,NY,Electric utility non-cogen,PV,SUN
Sharon Station,60267,NJ,Electric utility non-cogen,PV,SUN
Shasta Solar Farm,58814,CA,Electric utility non-cogen,PV,SUN
"Shaw Creek Solar, LLC",61790,SC,Electric utility non-cogen,PV,SUN
Shawboro PV1,59155,NC,Electric utility non-cogen,PV,SUN
Sheep Solar,61830,OR,Electric utility non-cogen,PV,SUN
"Shelby Randolph Road Solar 1, LLC",60101,NC,Electric utility non-cogen,PV,SUN
Shelby Solar Array,63390,OH,Electric utility non-cogen,PV,SUN
Shelby Solar Energy Generation Facility,57200,NC,Electric utility non-cogen,PV,SUN
Sheldon Solar,58824,VT,Electric utility non-cogen,PV,SUN
Shelter Solar,60156,NC,Electric utility non-cogen,PV,SUN
Sherburne Community Solar,61672,MN,Electric utility non-cogen,PV,SUN
Sherburne Community Solar One LLC CSG,63122,MN,Electric utility non-cogen,PV,SUN
Sherburne North Project CSG,61762,MN,Electric utility non-cogen,PV,SUN
Sheridan School Corporation Solar,63213,IN,Commercial non-cogen,PV,SUN
Shiloh Hwy Solar,62691,NC,Electric utility non-cogen,PV,SUN
Shirley Landfill,60753,MA,Electric utility non-cogen,PV,SUN
Shirley Water,60498,MA,Electric utility non-cogen,PV,SUN
"Shoe Creek Solar, LLC",60380,NC,Electric utility non-cogen,PV,SUN
Shore Point Solar,57951,NJ,Electric utility non-cogen,PV,SUN
Shoreham Solar Commons,60045,NY,Electric utility non-cogen,PV,SUN
Short Hills Mall,63257,NJ,Commercial non-cogen,PV,SUN
Shrewsbury,6125,MA,Electric utility,"IC,PV","DFO,SUN"
Shrewsbury Solar,57990,MA,Electric utility non-cogen,PV,SUN
Shuman Solar,61244,MA,Electric utility non-cogen,PV,SUN
Sierra Nevada Brewing Co Hybrid,58585,CA,Industrial cogen,"GT,PV","NG,SUN"
Sierra Solar Greenworks,59431,CA,Electric utility non-cogen,PV,SUN
Sigmon Catawba Farm,58861,NC,Electric utility non-cogen,PV,SUN
Sikorsky Aircraft CHP,61703,CT,Industrial cogen,"GT,PV","NG,SUN"
"Siler 421 Farm, LLC",61019,NC,Electric utility non-cogen,PV,SUN
Silver City WWTP PV Project,58540,NM,Electric utility non-cogen,PV,SUN
Silver Lake Solar Farm,57341,NJ,Electric utility,PV,SUN
Silver Lake Solar Photovoltaic Facility,57676,MA,Electric utility,PV,SUN
Silver State Solar Power North,57442,NV,Electric utility non-cogen,PV,SUN
Silver State Solar Power South,58644,NV,Electric utility non-cogen,PV,SUN
Silverton Solar,61829,OR,Electric utility non-cogen,PV,SUN
Silvi Gibraltar Rock,60746,NJ,Electric utility non-cogen,PV,SUN
Simcoe Solar,60748,ID,Electric utility non-cogen,PV,SUN
Simon Solar Farm LLC,58628,GA,Electric utility non-cogen,PV,SUN
Simons Farm,59149,NC,Electric utility non-cogen,PV,SUN
Skidmore College,60425,NY,Electric utility non-cogen,PV,SUN
Skillman,59057,NJ,Electric utility non-cogen,PV,SUN
Skylark,60248,CO,Electric utility non-cogen,PV,SUN
Slayton Solar,58164,MN,Electric utility non-cogen,PV,SUN
Smith & Wesson at Springfield MA PV,61367,MA,Electric utility non-cogen,PV,SUN
"Snow Camp Solar, LLC",60367,NC,Electric utility non-cogen,PV,SUN
Snow Hill Solar 2 LLC,59106,NC,Electric utility non-cogen,PV,SUN
"SoINCPower5, LLC",59857,NC,Electric utility non-cogen,PV,SUN
"SoINCPower6, LLC",59856,NC,Electric utility non-cogen,PV,SUN
Soboba Community Solar Project,61834,CA,Electric utility,PV,SUN
Sod Run WTP A,60669,MD,Electric utility non-cogen,PV,SUN
Sol Orchard El Centro PV,58621,CA,Electric utility non-cogen,PV,SUN
Sol Phoenix,62331,MD,Electric utility non-cogen,PV,SUN
SolaireHolman Solar Project,60989,TX,Electric utility non-cogen,PV,SUN
Solana Generating Station,56812,AZ,Electric utility non-cogen,CP,SUN
Solar Blythe 2,60558,CA,Electric utility non-cogen,PV,SUN
Solar Blythe LLC,56939,CA,Electric utility non-cogen,PV,SUN
Solar Borrego I,57455,CA,Electric utility non-cogen,PV,SUN
Solar Gen 2,58592,CA,Electric utility non-cogen,PV,SUN
Solar Glynn,60469,GA,Electric utility non-cogen,PV,SUN
"Solar Las Vegas MB 2, LLC",60350,NV,Electric utility non-cogen,PV,SUN
Solar Las Vegas MB-1,59430,NV,Electric utility non-cogen,PV,SUN
"Solar Mule, LLC",60640,ME,Electric utility non-cogen,PV,SUN
Solar Oasis LLC,59528,CA,Electric utility non-cogen,PV,SUN
"Solar Park Gainesville, LLC",57438,FL,Electric utility non-cogen,PV,SUN
Solar Photovoltaic Project #02,56996,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #03,57217,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #05,57219,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #06,57220,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #07,57221,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #08,57222,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #09,57223,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #10,57224,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #11,57225,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #13,57227,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #15,57229,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #16,57230,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #17,57231,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #18,57232,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #22,57237,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #23,57236,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #26,57245,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #27,57246,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #28,57247,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #32,57534,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #33,57535,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #42,57441,CA,Electric utility,PV,SUN
Solar Photovoltaic Project #48,57900,CA,Electric utility,PV,SUN
Solar Star 1,58388,CA,Electric utility non-cogen,PV,SUN
Solar Star 2,58389,CA,Electric utility non-cogen,PV,SUN
Solar Star California II LLC,57933,CA,Electric utility non-cogen,PV,SUN
"Solar Star California, XLI, LLC",60591,CA,Electric utility non-cogen,PV,SUN
"Solar Star California, XLIV, LLC",60869,CA,Electric utility non-cogen,PV,SUN
Solar Star New Jersey NJ LLC,58402,NJ,Electric utility non-cogen,PV,SUN
Solar Star North Carolina II LLC,57435,NC,Electric utility non-cogen,PV,SUN
Solar Star Oregon II,61048,OR,Electric utility non-cogen,PV,SUN
"Solar Star Palo Alto I, LLC",62732,CA,Electric utility non-cogen,PV,SUN
Solean Solar Project,61898,NY,Electric utility non-cogen,PV,SUN
"Solten Plainville 6000, LLC",61731,MA,Electric utility non-cogen,PV,SUN
Soluga Farms 1,59191,NC,Electric utility non-cogen,PV,SUN
Soluga Farms 2 LLC,59192,NC,Electric utility non-cogen,PV,SUN
Soluga Farms III,60580,NC,Electric utility non-cogen,PV,SUN
Soluga Farms IV,59934,NC,Electric utility non-cogen,PV,SUN
Solverde 1,60185,CA,Electric utility non-cogen,PV,SUN
"Somers Solar Center, LLC",58554,CT,Electric utility non-cogen,PV,SUN
Somerville Solar,62900,TN,Electric utility non-cogen,PV,SUN
Sonne One,58782,NC,Electric utility non-cogen,PV,SUN
Sonne Two,58829,NC,Electric utility non-cogen,PV,SUN
Sonora 1,58578,CA,Electric utility non-cogen,PV,SUN
Sophie Solar,58745,NC,Electric utility non-cogen,PV,SUN
Soul City Solar,59606,NC,Electric utility non-cogen,PV,SUN
South Atlantic Services Solar Farm I,60798,NC,Electric utility non-cogen,PV,SUN
South Louisburg Solar,59825,NC,Electric utility non-cogen,PV,SUN
South Milford Solar Plant,59620,UT,Electric utility non-cogen,PV,SUN
"South Mills Solar, LLC",61290,MT,Electric utility non-cogen,PV,SUN
South Robeson Farm,58273,NC,Electric utility non-cogen,PV,SUN
South Sioux City Solar,60823,NE,Electric utility non-cogen,PV,SUN
South Solar,61949,SC,Electric utility non-cogen,PV,SUN
South Valley Solar Energy Center,60195,NM,Electric utility,PV,SUN
"South Winston Farm, LLC",60409,NC,Electric utility non-cogen,PV,SUN
Southampton Solar PV,62066,MA,Electric utility,PV,SUN
"Southampton Solar, LLC",61422,VA,Electric utility non-cogen,PV,SUN
Southbridge PV,58423,MA,Electric utility non-cogen,PV,SUN
Southbridge Solar,60278,MA,Electric utility non-cogen,PV,SUN
Southerland Farm Solar,60553,NC,Electric utility non-cogen,PV,SUN
"Southern Current One, LLC",61748,SC,Electric utility non-cogen,PV,SUN
Southern Sky Renew Energy Berkley LLC,60615,MA,Electric utility non-cogen,PV,SUN
Southwick Solar PV,62082,MA,Electric utility,PV,SUN
Space Coast Next Gen Solar Energy,56930,FL,Electric utility,PV,SUN
Spartan,60755,NJ,Electric utility non-cogen,PV,SUN
"Spartan PV 1, LLC",60945,MI,Electric utility non-cogen,PV,SUN
Spectrum Solar PV Power Project,58490,NV,Electric utility non-cogen,PV,SUN
"Spencer Farm, LLC",61220,NC,Electric utility non-cogen,PV,SUN
Spica Community Solar,60943,MN,Electric utility non-cogen,PV,SUN
Spicewood Solar Farm LLC,59109,NC,Electric utility non-cogen,PV,SUN
Spring Hill Road,59839,MA,Electric utility non-cogen,PV,SUN
Spring Mill Solar RES,59987,IN,Electric utility,PV,SUN
Spring Street Solar 1 CSG,61009,MA,Electric utility non-cogen,PV,SUN
"Spring Valley Farm 2, LLC",59593,NC,Electric utility non-cogen,PV,SUN
Springbok 3 Solar Farm,60491,CA,Electric utility non-cogen,PV,SUN
Springbok Solar Farm 1,59532,CA,Electric utility non-cogen,PV,SUN
Springbok Solar Farm 2,59840,CA,Electric utility non-cogen,PV,SUN
Springer Solar 1,59560,NM,Electric utility,PV,SUN
Springerville,8223,AZ,Electric utility,"PV,ST","DFO,SUN,SUB"
Springfield Solar 1 LLC,59110,MO,Electric utility non-cogen,PV,SUN
Springfield Solar LLC,59545,OH,Electric utility non-cogen,PV,SUN
Springfield Solar PV,62072,MA,Electric utility,PV,SUN
Springfield Solar Project,61907,NJ,Electric utility non-cogen,PV,SUN
Spruce - WCMD - Creek,63525,MD,Electric utility non-cogen,PV,SUN
Spruce - WCMD - Rubble I,63524,MD,Electric utility non-cogen,PV,SUN
Spruce - WCMD - Rubble II,63523,MD,Electric utility non-cogen,PV,SUN
St. Albans SPEED Project,59445,VT,Electric utility non-cogen,PV,SUN
St. Charles Solar,62869,MN,Electric utility non-cogen,PV,SUN
St. Cloud Solar CSG,61384,MN,Electric utility non-cogen,PV,SUN
St. Lawerence University - Sutton,61579,NY,Electric utility non-cogen,PV,SUN
St. Matthews Solar,60293,SC,Electric utility non-cogen,PV,SUN
St. Paul Intl Airport Red & Blue Parking,59709,MN,Electric utility non-cogen,PV,SUN
"St. Pauls Solar 1, LLC",60396,NC,Electric utility non-cogen,PV,SUN
St. Pauls Solar 2,61156,NC,Electric utility non-cogen,PV,SUN
Stafford Hill Solar,60518,VT,Electric utility,PV,SUN
Stafford MS Ground Mount Community Solar,60880,CT,Electric utility non-cogen,PV,SUN
Stafford St 2 Community Solar,61017,MA,Electric utility non-cogen,PV,SUN
Stafford St Solar 1 CSG,61016,MA,Electric utility non-cogen,PV,SUN
Stafford St Solar 3 CSG,61018,MA,Electric utility non-cogen,PV,SUN
Stage Gulch Solar,61791,CA,Electric utility non-cogen,PV,SUN
Stagecoach Solar,59604,NC,Electric utility non-cogen,PV,SUN
Stainback Solar Farm,60257,NC,Electric utility non-cogen,PV,SUN
Stanford Campus Solar,62020,CA,Electric utility non-cogen,PV,SUN
"Staples La Mirada, CA",57683,CA,Electric utility non-cogen,PV,SUN
Star Solar,58746,NC,Electric utility non-cogen,PV,SUN
Starr,62602,NC,Electric utility non-cogen,PV,SUN
Starratt Solar,62940,FL,Electric utility non-cogen,PV,SUN
Starvation,63344,OR,Electric utility non-cogen,PV,SUN
State Street Solar LLC,59363,MA,Electric utility non-cogen,PV,SUN
Stateline Solar,58646,CA,Electric utility non-cogen,PV,SUN
Statesville Solar,61535,NC,Electric utility non-cogen,PV,SUN
Staunton,61885,IN,Electric utility non-cogen,PV,SUN
Stearns Community Solar One LLC CSG,63121,MN,Electric utility non-cogen,PV,SUN
Stearns Solar I,63400,MN,Electric utility non-cogen,PV,SUN
"Steel Bridge Solar, LLC",60057,OR,Electric utility non-cogen,PV,SUN
Steel Sun,59705,NY,Electric utility non-cogen,PV,SUN
Steel Sun 2: 2303-III-2 Hamburg Tpke,62723,NY,Electric utility non-cogen,PV,SUN
Steel Sun 2: 2303-III-4 Hamburg Tpke,62722,NY,Electric utility non-cogen,PV,SUN
Steel Sun 2: 2303-III-9 Hamburg Tpke,62721,NY,Electric utility non-cogen,PV,SUN
Stenner Creek Solar,61607,CA,Commercial non-cogen,PV,SUN
Sterling PV 3,59198,CO,Electric utility non-cogen,PV,SUN
Sterling Solar (TX),61871,TX,Electric utility non-cogen,PV,SUN
Sterlington Greenworks LLC,59275,NY,Electric utility non-cogen,PV,SUN
Stetson Road Solar - Barre I,59765,MA,Electric utility non-cogen,PV,SUN
Stikeleather Farm,59595,NC,Electric utility non-cogen,PV,SUN
Stillwater Facility,50765,NV,Electric utility non-cogen,"BT,PV","SUN,GEO"
Stockton Athletic Center,57864,NJ,Electric utility non-cogen,PV,SUN
Stone Hill Solar CSG,60710,MA,Electric utility non-cogen,PV,SUN
Stone Solar,61085,NC,Electric utility non-cogen,PV,SUN
Storrie Lake Solar Project,58794,NM,Electric utility non-cogen,PV,SUN
Stout Farm,59581,NC,Electric utility non-cogen,PV,SUN
Stow PV,59015,MA,Electric utility non-cogen,PV,SUN
Strata Roof 1,60219,CA,Electric utility non-cogen,PV,SUN
Strauss CSG,63108,NY,Electric utility non-cogen,PV,SUN
Strawberry Point DPC Solar,60955,IA,Electric utility non-cogen,PV,SUN
"Strider Solar, LLC",63270,NC,Electric utility non-cogen,PV,SUN
Stroud Solar Station,57497,CA,Electric utility,PV,SUN
Stuttgart Solar,61262,AR,Electric utility non-cogen,PV,SUN
Sudbury Landfill,58839,MA,Electric utility non-cogen,PV,SUN
Sudbury Solar,60344,VT,Electric utility non-cogen,PV,SUN
Sue Cleveland High School,58588,NM,Electric utility non-cogen,PV,SUN
Sugar Run Solar,60189,NC,Electric utility non-cogen,PV,SUN
Sugarhill Road - Solitude Solar CSG,62788,NY,Electric utility non-cogen,PV,SUN
Sullivan County - Adult Care Solar,60817,NY,Electric utility non-cogen,PV,SUN
Sullivan Solar,59465,MA,Electric utility non-cogen,PV,SUN
"Sullivan Solar, LLC",60410,IN,Electric utility non-cogen,PV,SUN
Sulphur Springs,60381,AZ,Electric utility non-cogen,PV,SUN
Summer North Solar,58757,CA,Electric utility non-cogen,PV,SUN
Summer Solar A2,58753,CA,Electric utility non-cogen,PV,SUN
Summer Solar B2,58754,CA,Electric utility non-cogen,PV,SUN
Summer Solar C2,58755,CA,Electric utility non-cogen,PV,SUN
Summer Solar D2,58756,CA,Electric utility non-cogen,PV,SUN
Summer Solar LLC,60280,CA,Electric utility non-cogen,PV,SUN
Summit Associates,57726,NJ,Electric utility,PV,SUN
Summit Farms Solar,60611,NC,Electric utility non-cogen,PV,SUN
"Summit Water Nexus Mt. Holly, LLC Solar",60809,NJ,Electric utility non-cogen,PV,SUN
Sumrall I Solar Farm,60306,MS,Electric utility non-cogen,PV,SUN
Sumrall II Solar Farm,60303,MS,Electric utility non-cogen,PV,SUN
Sun City Project LLC,57360,CA,Electric utility non-cogen,PV,SUN
Sun Devil Solar,59505,NC,Electric utility non-cogen,PV,SUN
"Sun Farm V, LLC",61287,NC,Electric utility non-cogen,PV,SUN
"Sun Farm VI, LLC",61842,NC,Electric utility non-cogen,PV,SUN
Sun Harvest Solar NDP1,59687,CA,Electric utility non-cogen,PV,SUN
"Sun Streams, LLC",60827,AZ,Electric utility non-cogen,PV,SUN
SunAnza,60791,CA,Electric utility,PV,SUN
SunE Alamosa,56481,CO,Electric utility non-cogen,PV,SUN
SunE CPS1 LLC,58068,TX,Electric utility non-cogen,PV,SUN
SunE CPS2 LLC,58027,TX,Electric utility non-cogen,PV,SUN
SunE CPS3 LLC,58009,TX,Electric utility non-cogen,PV,SUN
SunE EPE1 LLC,57986,NM,Electric utility non-cogen,PV,SUN
SunE EPE2 LLC,57985,NM,Electric utility non-cogen,PV,SUN
"SunE Feely 1 CSG, LLC",61478,MN,Electric utility non-cogen,PV,SUN
SunE Rochester,60032,CA,Electric utility non-cogen,PV,SUN
"SunE Stolee CSG, LLC",61485,MN,Electric utility non-cogen,PV,SUN
SunE- E Philadelphia Ontario,59916,CA,Electric utility non-cogen,PV,SUN
SunEdison Anheuser Busch Fairfield,57010,CA,Electric utility non-cogen,PV,SUN
SunEdison Ironwood State Prison,57007,CA,Electric utility non-cogen,PV,SUN
SunEdison LV Sutton Plant Site,56938,NC,Electric utility non-cogen,PV,SUN
SunEdison Procter & Gamble Oxnard,57008,CA,Electric utility non-cogen,PV,SUN
SunEdison Walgreens Moreno Valley,57004,CA,Electric utility non-cogen,PV,SUN
SunEdison Walmart Apple Valley DC,57012,CA,Electric utility non-cogen,PV,SUN
"SunEnergy1-Scotland Neck, LLC",59898,NC,Electric utility non-cogen,PV,SUN
SunGen Sharon 1 LLC,58541,VT,Electric utility non-cogen,PV,SUN
Sunderland Solar PV,62090,MA,Electric utility,PV,SUN
Sunfish Farm,58864,NC,Electric utility non-cogen,PV,SUN
Sunflower Solar,60638,NC,Electric utility non-cogen,PV,SUN
Sunlight Beacon,61922,NY,Electric utility non-cogen,PV,SUN
Sunnyside Ranch Community Solar Array,59742,CO,Electric utility non-cogen,PV,SUN
Sunray 2,10437,CA,Electric utility non-cogen,PV,SUN
Sunray 3,10438,CA,Electric utility non-cogen,PV,SUN
Sunrise Community Solar,60713,MN,Electric utility non-cogen,PV,SUN
Sunset Reservoir North Basin,57559,CA,Electric utility non-cogen,PV,SUN
Sunshine Gateway Solar Energy Center,61763,FL,Electric utility,PV,SUN
Sunshine Valley Solar,59826,NV,Electric utility non-cogen,PV,SUN
Susquehanna University Solar,61914,PA,Electric utility non-cogen,PV,SUN
Sutter Greenworks LLC,59274,NY,Electric utility non-cogen,PV,SUN
Sutton Solar CSG,60878,MA,Electric utility non-cogen,PV,SUN
Suwannee Solar Facility,60788,FL,Electric utility,PV,SUN
Swamp Fox Solar,61521,SC,Electric utility non-cogen,PV,SUN
Sweetbay Solar Center,62394,FL,Electric utility,PV,SUN
Sweetgum Solar,59824,NC,Electric utility non-cogen,PV,SUN
Sweetwater Solar,61369,WY,Electric utility non-cogen,PV,SUN
Syncarpha Blandford Hybrid CSG,62975,MA,Electric utility non-cogen,PV,SUN
Syncarpha Clara City CSG I (Stamer),61980,MN,Electric utility non-cogen,PV,SUN
Syncarpha Dodge 1 CSG,62053,MN,Electric utility non-cogen,PV,SUN
Syncarpha Eagle Nest,62149,NM,Electric utility non-cogen,PV,SUN
Syncarpha El Rito,63124,NM,Electric utility non-cogen,PV,SUN
Syncarpha Freetown,61097,MA,Electric utility non-cogen,PV,SUN
Syncarpha Hancock I CSG,61769,MA,Electric utility non-cogen,PV,SUN
Syncarpha Hancock II CSG,61770,MA,Electric utility non-cogen,PV,SUN
Syncarpha Hancock III CSG,61771,MA,Electric utility non-cogen,PV,SUN
"Syncarpha Palmer, LLC",60056,MA,Electric utility non-cogen,PV,SUN
Syncarpha Prinsburg CSG (Ledeboer),61979,MN,Electric utility non-cogen,PV,SUN
Syncarpha Questa,63125,NM,Electric utility non-cogen,PV,SUN
"Syncarpha Still River, LLC CSG",61774,MA,Electric utility non-cogen,PV,SUN
"Synergen Panorama, LLC CSG",62327,MD,Electric utility non-cogen,PV,SUN
T0588 Phoenix - AZ,61199,AZ,Electric utility non-cogen,PV,SUN
"TA-Acacia, LLC",59443,CA,Electric utility non-cogen,PV,SUN
TA-High Desert LLC,58149,CA,Electric utility non-cogen,PV,SUN
TAC-Distributed Energy Resource Hybrid,61990,IL,Electric utility,"WT,PV","WND,SUN"
TCLP Solar Phase 1,63020,MI,Electric utility non-cogen,PV,SUN
TIA Solar,59769,FL,Electric utility,PV,SUN
"TPE Pennsylvania Solar 1, LLC",62686,PA,Electric utility non-cogen,PV,SUN
"TPE Whitney Solar, LLC",63180,TX,Electric utility non-cogen,PV,SUN
"TWE Chocowinity Solar, LLC",60048,NC,Electric utility non-cogen,PV,SUN
"TWE New Bern Solar Project, LLC",60191,NC,Electric utility non-cogen,PV,SUN
Tahquitz High School,58232,CA,Commercial non-cogen,PV,SUN
Tamworth Holdings,60394,NC,Electric utility non-cogen,PV,SUN
Tanager Holdings,60691,NC,Electric utility non-cogen,PV,SUN
Tanglewood Circle Solar 1 LLC,62583,MA,Electric utility non-cogen,PV,SUN
Tannery Road Landfill,60677,NY,Commercial non-cogen,PV,SUN
Tarboro Solar,59648,NC,Electric utility non-cogen,PV,SUN
Target Shafter,61824,CA,Electric utility non-cogen,PV,SUN
Target Woodland Solar Project,62246,CA,Electric utility non-cogen,PV,SUN
Tart Farm,59583,NC,Electric utility non-cogen,PV,SUN
Tatanka Wi,61680,MN,Electric utility non-cogen,PV,SUN
Taurus Community Solar,61174,MN,Electric utility non-cogen,PV,SUN
Taylor County Solar,59897,GA,Electric utility non-cogen,PV,SUN
Taylors Falls CSG,61428,MN,Electric utility non-cogen,PV,SUN
Taylorsville Solar LLC,57402,NC,Electric utility non-cogen,PV,SUN
